Tr-loss,Val-loss,b-mean,b-median,b-tri-mean,b-b25,b-wst25,b-wst,b-bst,mean,median,trimean,bst25,wst25,wst95,bst
62.721958584255646,61.96238403320312,61.96238403320312,62.399024963378906,62.13946056365967,61.235748291015625,62.86801528930664,63.21198654174805,60.44111633300781,61.96238403320312,62.399024963378906,62.13946056365967,61.235748291015625,62.86801528930664,63.21198654174805,60.44111633300781
59.30998992919922,0,61.96238403320312,62.399024963378906,62.13946056365967,61.235748291015625,62.86801528930664,63.21198654174805,60.44111633300781,61.96238403320312,62.399024963378906,62.13946056365967,61.235748291015625,62.86801528930664,63.21198654174805,60.44111633300781
54.76446660359701,52.6530044555664,52.6530044555664,53.09239196777344,52.836442947387695,51.911277770996094,53.59653854370117,53.94336700439453,51.068275451660156,52.6530044555664,53.09239196777344,52.836442947387695,51.911277770996094,53.59653854370117,53.94336700439453,51.068275451660156
48.426047007242836,0,52.6530044555664,53.09239196777344,52.836442947387695,51.911277770996094,53.59653854370117,53.94336700439453,51.068275451660156,52.6530044555664,53.09239196777344,52.836442947387695,51.911277770996094,53.59653854370117,53.94336700439453,51.068275451660156
39.0070432027181,33.41312026977539,33.41312026977539,33.84990692138672,33.61250400543213,32.658512115478516,34.433555603027344,34.775421142578125,31.69007110595703,33.41312026977539,33.84990692138672,33.61250400543213,32.658512115478516,34.433555603027344,34.775421142578125,31.69007110595703
26.083365970187717,0,33.41312026977539,33.84990692138672,33.61250400543213,32.658512115478516,34.433555603027344,34.775421142578125,31.69007110595703,33.41312026977539,33.84990692138672,33.61250400543213,32.658512115478516,34.433555603027344,34.775421142578125,31.69007110595703
16.4623351626926,15.405615425109863,15.405615425109863,15.348539352416992,15.40408968925476,15.314739227294922,15.89145803451538,16.178375244140625,14.58188247680664,15.405615425109863,15.348539352416992,15.40408968925476,15.314739227294922,15.89145803451538,16.178375244140625,14.58188247680664
13.115360895792643,0,15.405615425109863,15.348539352416992,15.40408968925476,15.314739227294922,15.89145803451538,16.178375244140625,14.58188247680664,15.405615425109863,15.348539352416992,15.40408968925476,15.314739227294922,15.89145803451538,16.178375244140625,14.58188247680664
8.093339284261068,7.60237865447998,7.60237865447998,8.04888916015625,7.99446702003479,7.574498176574707,8.400505065917969,8.495418548583984,5.587495803833008,7.60237865447998,8.04888916015625,7.99446702003479,7.574498176574707,8.400505065917969,8.495418548583984,5.587495803833008
6.041735013326009,0,7.60237865447998,8.04888916015625,7.99446702003479,7.574498176574707,8.400505065917969,8.495418548583984,5.587495803833008,7.60237865447998,8.04888916015625,7.99446702003479,7.574498176574707,8.400505065917969,8.495418548583984,5.587495803833008
5.279695404900445,4.792049884796143,4.792049884796143,4.505855560302734,4.551364541053772,4.343808174133301,5.464384317398071,6.078829765319824,4.181817054748535,4.792049884796143,4.505855560302734,4.551364541053772,4.343808174133301,5.464384317398071,6.078829765319824,4.181817054748535
5.178782886928982,0,4.792049884796143,4.505855560302734,4.551364541053772,4.343808174133301,5.464384317398071,6.078829765319824,4.181817054748535,4.792049884796143,4.505855560302734,4.551364541053772,4.343808174133301,5.464384317398071,6.078829765319824,4.181817054748535
5.048080656263563,4.827642440795898,4.792049884796143,4.505855560302734,4.551364541053772,4.343808174133301,5.464384317398071,6.078829765319824,4.181817054748535,4.827642440795898,4.680291652679443,4.621540546417236,4.317766189575195,5.440848112106323,6.073883533477783,4.258458137512207
5.040740489959717,0,4.792049884796143,4.505855560302734,4.551364541053772,4.343808174133301,5.464384317398071,6.078829765319824,4.181817054748535,4.827642440795898,4.680291652679443,4.621540546417236,4.317766189575195,5.440848112106323,6.073883533477783,4.258458137512207
5.02333582772149,4.829937934875488,4.792049884796143,4.505855560302734,4.551364541053772,4.343808174133301,5.464384317398071,6.078829765319824,4.181817054748535,4.829937934875488,4.6687397956848145,4.618649125099182,4.292482376098633,5.45355486869812,6.062475204467773,4.281357765197754
5.019194867875841,0,4.792049884796143,4.505855560302734,4.551364541053772,4.343808174133301,5.464384317398071,6.078829765319824,4.181817054748535,4.829937934875488,4.6687397956848145,4.618649125099182,4.292482376098633,5.45355486869812,6.062475204467773,4.281357765197754
4.969853321711223,4.760146236419677,4.760146236419677,4.684967041015625,4.578132748603821,4.203371047973633,5.368850469589233,5.998475074768066,4.174692153930664,4.760146236419677,4.684967041015625,4.578132748603821,4.203371047973633,5.368850469589233,5.998475074768066,4.174692153930664
4.932792584101359,0,4.760146236419677,4.684967041015625,4.578132748603821,4.203371047973633,5.368850469589233,5.998475074768066,4.174692153930664,4.760146236419677,4.684967041015625,4.578132748603821,4.203371047973633,5.368850469589233,5.998475074768066,4.174692153930664
4.964601331286961,4.765969467163086,4.760146236419677,4.684967041015625,4.578132748603821,4.203371047973633,5.368850469589233,5.998475074768066,4.174692153930664,4.765969467163086,4.709464073181152,4.596208930015564,4.192111015319824,5.378388404846191,5.982980251312256,4.17149543762207
5.005952888064915,0,4.760146236419677,4.684967041015625,4.578132748603821,4.203371047973633,5.368850469589233,5.998475074768066,4.174692153930664,4.765969467163086,4.709464073181152,4.596208930015564,4.192111015319824,5.378388404846191,5.982980251312256,4.17149543762207
4.937834819157918,4.792094993591308,4.760146236419677,4.684967041015625,4.578132748603821,4.203371047973633,5.368850469589233,5.998475074768066,4.174692153930664,4.792094993591308,4.727380752563477,4.639612078666687,4.252895832061768,5.4151763916015625,5.979561805725098,4.149845600128174
4.893562581804064,0,4.760146236419677,4.684967041015625,4.578132748603821,4.203371047973633,5.368850469589233,5.998475074768066,4.174692153930664,4.792094993591308,4.727380752563477,4.639612078666687,4.252895832061768,5.4151763916015625,5.979561805725098,4.149845600128174
4.949609200159709,4.861346340179443,4.760146236419677,4.684967041015625,4.578132748603821,4.203371047973633,5.368850469589233,5.998475074768066,4.174692153930664,4.861346340179443,4.876829147338867,4.747861742973328,4.273542404174805,5.49790358543396,6.031560897827148,4.160552978515625
4.943894280327691,0,4.760146236419677,4.684967041015625,4.578132748603821,4.203371047973633,5.368850469589233,5.998475074768066,4.174692153930664,4.861346340179443,4.876829147338867,4.747861742973328,4.273542404174805,5.49790358543396,6.031560897827148,4.160552978515625
4.9354119300842285,4.717488765716553,4.717488765716553,4.670778751373291,4.578163266181946,4.175662517547607,5.351820468902588,5.908207893371582,4.0373616218566895,4.717488765716553,4.670778751373291,4.578163266181946,4.175662517547607,5.351820468902588,5.908207893371582,4.0373616218566895
